state_t,next_state_t1,transition_count,sample_size,warning
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,9,110,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,20,110,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,2,110,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,110,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,2,29,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,4,29,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,23,29,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,8,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,10,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,55,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,16,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,11,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,4,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,65,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=1_plus|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,2,173,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,24,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,4,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,10,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,3,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,41,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,20,34,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,9,34,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,5,34,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,1,40,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,35,40,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,4,40,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,14,90,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,90,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,8,90,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,90,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,63,90,False
away_red_cards=0|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,1,90,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,14,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,3,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,24,41,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,1,21,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,20,21,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,12,31,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,31,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,17,31,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,1,28,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,27,28,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,2,42,False
away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,40,42,False
away_red_cards=0|home_red_cards=1_plus|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,1,3,True
away_red_cards=0|home_red_cards=1_plus|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,3,True
away_red_cards=0|home_red_cards=1_plus|minute_bucket=61-75|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=0|strength_gap_bucket=unknown|venue_context=neutral,3,3,True
away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,1,1,True
away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,1,1,True
away_red_cards=0|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,1,1,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=0-15|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=16-30|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,3,3,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=16-30|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=31-45+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,1,3,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=16-30|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,2,3,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=31-45+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,1,1,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,5,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,1,5,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,5,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,10,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,8,10,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,4,4,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=46-60|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,3,3,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,12,12,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,8,8,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=61-75|phase=regular_time|score_diff_bucket=-2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,1,1,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,1,1,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=0|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,2,11,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,9,11,True
away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=-1|strength_gap_bucket=unknown|venue_context=neutral,2,2,True
away_red_cards=1_plus|home_red_cards=1_plus|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,away_red_cards=1_plus|home_red_cards=0|minute_bucket=76-90+|phase=regular_time|score_diff_bucket=+2_or_more|strength_gap_bucket=unknown|venue_context=neutral,1,1,True
